ZIP,sdi_score,quintile,lng,lat
12521,17,1,-73.65164,42.17071
12522,47,3,-73.58893,41.72693
12523,42,3,-73.75311,42.08627
12524,26,2,-73.89245,41.53092
12525,24,2,-74.17751,41.68115
12526,28,2,-73.85938,42.12236
12527,11,1,-73.93703,41.51931
12528,41,3,-74.00477,41.72273
12529,33,2,-73.53802,42.21335
12530,32,2,-73.68413,42.20692
12531,13,1,-73.66917,41.53689
12533,10,1,-73.79401,41.55925
12534,75,4,-73.75427,42.22434
12538,28,2,-73.89336,41.79246
12540,6,1,-73.72524,41.67073
12542,41,3,-73.99666,41.60772
12543,52,3,-74.22354,41.48602
12545,46,3,-73.67251,41.7914
12546,53,3,-73.53313,41.96627
12547,28,2,-73.98322,41.65463
12548,39,2,-74.10157,41.66307
12549,15,1,-74.25843,41.52957
12550,83,5,-74.05196,41.53671
12553,28,2,-74.07311,41.46146
12561,45,3,-74.0958,41.75602
12563,36,2,-73.5891,41.49417
12564,37,2,-73.5862,41.57827
12565,83,5,-73.64584,42.24849
12566,18,1,-74.33256,41.62223
12567,29,2,-73.65211,41.98206
12569,30,2,-73.79731,41.7346
12570,8,1,-73.66983,41.62377
12571,12,1,-73.81152,42.00663
12572,19,1,-73.8717,41.92548
12574,9,1,-73.94566,41.91764
12575,1,1,-74.15714,41.48514
12577,12,1,-74.11678,41.42048
12578,25,2,-73.79673,41.80629
12580,45,3,-73.87302,41.85348
12581,12,1,-73.69374,41.90625
12582,24,2,-73.72919,41.54693
12583,49,3,-73.88014,42.05625
12585,14,1,-73.7025,41.72396
12586,33,2,-74.17289,41.5657
12589,41,3,-74.15875,41.6278
12590,32,2,-73.88774,41.59559
12592,42,3,-73.5528,41.78601
12594,41,3,-73.56004,41.66049
12601,91,5,-73.91119,41.70602
12603,30,2,-73.86744,41.67816
12604,14,1,-73.89448,41.68844
12701,93,5,-74.6982,41.65125
12719,50,3,-74.90543,41.48431
12720,36,2,-74.90029,41.65794
12721,32,2,-74.42832,41.56741
12722,34,2,-74.3748,41.59042
12723,38,2,-75.02751,41.77809
12724,11,1,-74.93535,41.85195
12725,14,1,-74.54794,41.95679
12726,15,1,-74.96902,41.69269
12729,60,4,-74.61582,41.49411
12732,32,2,-74.87353,41.56075
12733,86,5,-74.6102,41.73378
12734,32,2,-74.7531,41.7354
12736,9,1,-75.01917,41.85327
12737,18,1,-74.79941,41.50529
12738,13,1,-74.59119,41.66009
12740,35,2,-74.46616,41.89499
12741,35,2,-75.07816,41.84368
12742,28,2,-74.72108,41.71796
12743,38,2,-74.84687,41.54065
12745,12,1,-75.02633,41.78503
12746,19,1,-74.65582,41.44929
12747,62,4,-74.65934,41.76596
12748,26,2,-74.918450000000007,41.77604
12749,43,3,-74.82768,41.69149
12750,31,2,-74.96382,41.73595
12751,83,5,-74.66119,41.69209
12752,21,2,-74.9905,41.68278
12754,80,5,-74.73643,41.80004
12758,53,3,-74.74942,41.9428
12759,90,5,-74.65758,41.78399
12760,44,3,-75.10559,41.90063
12762,65,4,-74.79462,41.65582
12763,22,2,-74.52205,41.68221
12764,28,2,-74.98515,41.59639
12765,32,2,-74.6281,41.85265
12766,13,1,-74.97923,41.81408
12767,2,1,-75.00284,41.83504
12768,55,3,-74.71507,41.87157
12769,35,2,-74.47071,41.65925
12770,8,1,-74.85028,41.44681
12771,58,3,-74.62429,41.37394
12775,9,1,-74.58232,41.62266
12776,25,2,-74.93197,41.96486
12777,14,1,-74.71067,41.55172
12778,30,2,-74.8138,41.66174
12779,100,5,-74.62703,41.69804
12780,55,3,-74.71989,41.44514
12781,39,2,-74.47208,41.61448
12783,51,3,-74.83502,41.74026
12784,64,4,-74.61485,41.66907
12785,40,3,-74.58051,41.52429
12786,67,4,-74.85393,41.64306
12787,34,2,-74.8365,41.7931
12788,55,3,-74.58846,41.79552
12789,63,4,-74.57233,41.71374
12790,49,3,-74.51705,41.5863
12791,56,3,-74.88692,41.81126
12792,47,3,-74.95172,41.51447
12801,69,4,-73.64545,43.31097
12803,31,2,-73.63024,43.28891
12804,28,2,-73.68307,43.3375
12808,6,1,-73.75393,43.74782
12809,19,1,-73.4624,43.24097
12810,43,3,-73.95217,43.49862
12811,2,1,-74.07508,43.57502
12812,9,1,-74.41213,43.85731
12814,10,1,-73.63678,43.6004
12815,23,2,-73.69459,43.70161
12816,40,3,-73.37829,43.05085
12817,24,2,-73.82614,43.63697
12819,37,2,-73.46315,43.61144
12821,58,3,-73.41332,43.45866
12822,43,3,-73.88959,43.2407
12823,64,4,-73.40628,43.17945
12824,3,1,-73.71386,43.5279
12827,18,1,-73.51241,43.44917
12828,39,2,-73.56841,43.25534
12831,8,1,-73.68791,43.19533
12832,73,4,-73.31716,43.36813
12833,26,2,-73.84355,43.13866
12834,21,2,-73.50423,43.09706
12835,26,2,-74.00589,43.32496
12836,20,2,-73.56816,43.74994
12837,16,1,-73.26651,43.50842
12838,25,2,-73.40756,43.34354
12839,70,4,-73.55058,43.34496
12841,1,1,-73.5165,43.59919
12842,43,3,-74.2746,43.75058
12843,38,2,-73.97771,43.5849
12844,13,1,-73.64081,43.49423
12845,24,2,-73.70703,43.42757
12846,36,2,-73.80592,43.34022
12847,28,2,-74.59024,43.98698
12849,11,1,-73.2985,43.44812
12850,14,1,-73.97941,43.09886
12851,43,3,-74.06211,43.85171
12852,21,2,-74.13598,43.99293
12853,47,3,-73.99804,43.68816
12855,31,2,-73.79762,44.00121
12856,2,1,-74.14625,43.65531
12857,17,1,-73.93354,43.84033
12858,30,2,-73.6703,43.88899
12859,24,2,-73.90569,43.16587
12860,42,3,-73.80942,43.72843
12861,24,2,-73.41502,43.74982
12862,1,1,-73.91878,43.67419
12863,13,1,-73.93162,43.06031
12864,11,1,-74.3054,43.72733
12865,37,2,-73.34191,43.21225
12866,25,2,-73.7401,43.07537
12870,20,2,-73.7625,43.83931
12871,27,2,-73.61196,43.09249
12872,14,1,-73.72309,43.8839
12873,16,1,-73.30682,43.1185
12874,3,1,-73.54836,43.69035
12878,40,3,-74.0479,43.44217
12883,63,4,-73.50786,43.85291
12884,32,2,-73.5921,43.08855
12885,40,3,-73.83161,43.52929
12886,17,1,-73.92654,43.63689
12887,71,4,-73.37471,43.54504
12901,75,4,-73.47465,44.70842
12903,34,2,-73.46306,44.65698
12910,32,2,-73.64593,44.8546
12911,10,1,-73.46687,44.53464
12912,37,2,-73.74201,44.46233
12913,17,1,-74.01562,44.42627
12914,69,4,-74.6018,44.93289
12916,63,4,-74.5145,44.83572
12917,32,2,-74.17387,44.92468
12918,14,1,-73.67863,44.68975
12919,65,4,-73.45072,44.96793
12920,64,4,-74.06016,44.89332
12921,20,2,-73.43574,44.89188
12922,31,2,-74.7827,44.33381
12923,61,4,-73.95802,44.94546
12924,53,3,-73.58751,44.47589
12926,39,2,-74.32214,44.95223
12927,18,1,-74.81818,44.2005
12928,46,3,-73.52898,43.9539
12929,77,4,-73.71909,44.71971
12930,50,3,-74.5437,44.72349
12932,42,3,-73.6082,44.21222
12933,12,1,-73.84512,44.89118
12934,67,4,-73.87659,44.84603
12935,54,3,-73.79461,44.85709
12936,33,2,-73.4029,44.26869
12937,71,4,-74.47807,44.96176
12939,11,1,-74.16541,44.43859
12941,31,2,-73.7126,44.35147
12942,16,1,-73.79523,44.26023
12943,32,2,-73.82075,44.13934
12944,54,3,-73.51193,44.44585
12945,8,1,-74.23829,44.33451
12946,47,3,-73.98903,44.23162
12950,38,2,-73.57675,44.32685
12952,70,4,-73.91362,44.71181
12953,70,4,-74.26347,44.74198
12955,27,2,-73.95855,44.78934
12956,36,2,-73.49628,44.09301
12957,74,4,-74.57706,44.85353
12958,73,4,-73.57419,44.95661
12959,36,2,-73.7014,44.96073
12960,11,1,-73.54123,44.02226
12961,12,1,-73.57972,44.06103
12962,19,1,-73.60141,44.70642
12964,7,1,-73.63625,44.13224
12965,32,2,-74.684,44.70587
12966,54,3,-74.41915,44.79226
12967,62,4,-74.65897,44.76864
12969,43,3,-74.0812,44.71102
12970,32,2,-74.33222,44.44949
12972,12,1,-73.56516,44.559
12973,17,1,-74.59187,44.30279
12974,62,4,-73.46931,44.05582
12975,8,1,-73.431,44.52977
12976,3,1,-74.20498,44.50469
12977,9,1,-74.09673,44.29484
12978,87,5,-73.79589,44.6181
12979,42,3,-73.37213,44.98926
12980,59,3,-74.50875,44.57254
12981,18,1,-73.84035,44.62235
12983,51,3,-74.14243,44.34627
12985,31,2,-73.73395,44.56413
12986,62,4,-74.44056,44.22279
12987,39,2,-73.76386,44.33948
12989,10,1,-74.06439,44.53935
12992,58,3,-73.51582,44.81822
12993,32,2,-73.48097,44.19711
12996,41,3,-73.42129,44.36129
12997,31,2,-73.84314,44.3755
12998,50,3,-73.57584,44.0879
13020,54,3,-76.07458,42.81646
13021,60,4,-76.5542,42.91713
13024,12,1,-76.57424,42.93453
13026,31,2,-76.65968,42.75044
13027,16,1,-76.36258,43.16741
13028,55,3,-75.93107,43.29226
13029,36,2,-76.14993,43.2236
13030,31,2,-75.96052,43.15962
13031,11,1,-76.30775,43.0448
13032,38,2,-75.76275,43.07793
13033,23,2,-76.57044,43.1852
13034,9,1,-76.69502,42.91366
13035,13,1,-75.82551,42.93828
13036,51,3,-76.17402,43.32268
13037,23,2,-75.86521,43.06046
13039,10,1,-76.0654,43.16678
13040,40,3,-75.93029,42.56033
13041,11,1,-76.19711,43.19079
13042,49,3,-75.85154,43.26565
13044,11,1,-75.99595,43.2977
13045,61,4,-76.19029,42.58692
13051,69,4,-75.91021,42.88339
13052,27,2,-75.86957,42.72838
13053,24,2,-76.26471,42.47513
13054,52,3,-75.66923,43.16947
13057,34,2,-76.04014,43.09543
13060,35,2,-76.41926,43.02381
13061,21,2,-75.75173,42.86493
13062,13,1,-76.38694,42.48121
13063,16,1,-75.98023,42.84429
13066,8,1,-76.00259,43.03297
13068,19,1,-76.35555,42.49905
13069,75,4,-76.37867,43.33081
13071,43,3,-76.54252,42.67584
13072,34,2,-75.76296,42.76243
13073,37,2,-76.39832,42.58514
13074,58,3,-76.54786,43.31035
13076,26,2,-76.15182,43.35364
13077,32,2,-76.20089,42.71557
13078,13,1,-76.06171,42.96206
13080,23,2,-76.47776,43.08338
13081,16,1,-76.62527,42.67364
13082,24,2,-75.95253,43.10148
13083,49,3,-75.98091,43.64853
13084,17,1,-76.11314,42.88938
13087,2,1,-76.16493,42.69634
13088,43,3,-76.19096,43.10787
13090,26,2,-76.21344,43.15162
13092,40,3,-76.42502,42.65145
13101,31,2,-76.06665,42.60211
13102,20,2,-76.29253,42.55276
13103,65,4,-76.10507,43.32652
13104,6,1,-75.95523,42.96378
13108,3,1,-76.33069,42.97349
13110,14,1,-76.28507,42.89019
13111,39,2,-76.61858,43.25988
13112,27,2,-76.41926,43.10306
13113,21,2,-76.53488,43.16425
13114,57,3,-76.24328,43.46386
13115,53,3,-76.47462,43.3937
13116,4,1,-76.00796,43.07449
13117,59,3,-76.70838,43.01007
13118,40,3,-76.39522,42.75226
13120,43,3,-76.1695,42.94233
13122,6,1,-75.85919,42.83857
13123,12,1,-75.75325,43.22796
13124,18,1,-75.81718,42.64578
13126,69,4,-76.46331,43.43469
13131,54,3,-76.09539,43.41964
13132,27,2,-76.24446,43.26547
13134,43,3,-75.68476,42.96731
13135,57,3,-76.31676,43.25801
13136,48,3,-75.84582,42.60368
13138,NA,NA,-76.01461,42.89915
13140,35,2,-76.65841,43.05891
13141,28,2,-76.18616,42.76684
13142,65,4,-76.12959,43.55189
13143,28,2,-76.71545,43.23325
13144,64,4,-75.97464,43.57034
13145,43,3,-76.1232,43.65188
13146,56,3,-76.76031,43.09711
13147,29,2,-76.56603,42.77336
13148,44,3,-76.78106,42.9208
13152,5,1,-76.38518,42.89323
13153,26,2,-76.45476,42.9945
13155,52,3,-75.77136,42.65945
13156,29,2,-76.66249,43.33355
13157,43,3,-75.7254,43.20288
13158,40,3,-75.97626,42.71603
13159,15,1,-76.11545,42.80321
13160,38,2,-76.65157,42.82613
13162,10,1,-75.71823,43.18833
13163,56,3,-75.70841,43.08194
13164,11,1,-76.31626,43.09377
13165,48,3,-76.87601,42.91185
13166,39,2,-76.5568,43.07219
13167,51,3,-76.0571,43.3171
13202,100,5,-76.15065,43.04356
13203,97,5,-76.13486,43.061
13204,98,5,-76.17666,43.05204
13205,96,5,-76.14163,43.00474
13206,75,4,-76.10584,43.07354
13207,81,5,-76.16354,43.01221
13208,97,5,-76.14521,43.07878
13209,34,2,-76.24355,43.08581
13210,88,5,-76.12653,43.03186
13211,68,4,-76.11954,43.10333
13212,31,2,-76.12889,43.12839
13214,31,2,-76.0741,43.03865
13215,6,1,-76.22979,42.97852
13219,19,1,-76.22277,43.03969
13224,67,4,-76.10264,43.03892
13290,NA,NA,-76.17368,43.07132
13301,1,1,-75.21546,43.42225
13302,72,4,-75.95044,43.50261
13303,10,1,-75.46636,43.36992
13304,30,2,-75.1589,43.23954
13305,7,1,-75.43144,43.89329
13308,46,3,-75.66686,43.24865
13309,42,3,-75.34103,43.47398
13310,21,2,-75.57065,42.89055
13312,37,2,-75.20758,43.70247
13313,71,4,-75.26228,42.88715
13314,48,3,-75.31568,42.82476
13315,21,2,-75.1385,42.7438
13316,45,3,-75.73963,43.41492
13317,56,3,-74.58844,42.85638
13318,8,1,-75.25958,42.92366
13319,69,4,-75.26593,43.02705
13320,41,3,-74.74325,42.77353
13321,50,3,-75.37259,43.08901
13322,22,2,-75.20445,42.96661
13323,17,1,-75.38144,43.04198
13324,40,3,-74.93325,43.3165
13325,22,2,-75.54091,43.58398
13326,25,2,-74.90374,42.71865
13327,25,2,-75.28474,43.96047
13328,19,1,-75.42836,42.98247
13329,57,3,-74.70017,43.11094
13331,1,1,-74.97284,43.81706
13332,46,3,-75.57452,42.75831
13333,21,2,-74.82207,42.83091
13334,21,2,-75.65986,42.83445
13335,24,2,-75.24847,42.70193
13337,2,1,-74.9816,42.75114
13338,36,2,-74.97833,43.49706
13339,69,4,-74.66631,42.93995
13340,38,2,-75.11502,43.04814
13342,4,1,-75.18918,42.64766
13343,21,2,-75.31062,43.75271
13345,32,2,-75.33153,43.6889
13346,36,2,-75.54453,42.82093
13348,31,2,-75.06398,42.70202
13350,65,4,-74.98817,43.06352
13352,56,3,-75.12058,43.31122
13353,4,1,-74.72732,43.47123
13354,7,1,-75.27199,43.26612
13355,42,3,-75.42401,42.80971
13357,67,4,-75.08037,42.96952
13360,19,1,-74.73577,43.72457
13361,21,2,-74.86256,42.89807
13363,15,1,-75.50984,43.33127
13364,1,1,-75.26105,42.80501
13365,65,4,-74.84937,43.09804
13367,43,3,-75.31772,43.85563
13368,34,2,-75.33209,43.6446
13402,41,3,-75.50728,42.90209
13403,26,2,-75.27188,43.17041
13404,60,4,-75.48089,43.73842
13406,36,2,-74.92257,43.14326
13407,42,3,-74.94087,42.9677
13408,31,2,-75.66722,42.92205
13409,23,2,-75.591309999999993,42.97602
13410,29,2,-74.60922,42.92908
13411,61,4,-75.30981,42.63723
13413,15,1,-75.27495,43.0576
13415,68,4,-75.19729,42.59714
13416,28,2,-74.9571,43.18768
13417,65,4,-75.29399,43.10002
13418,23,2,-75.38213,42.84519
13420,12,1,-74.9619,43.65069
13421,59,3,-75.64654,43.06293
13424,26,2,-75.36291,43.15228
13425,55,3,-75.48675,42.9635
13428,71,4,-74.53311,42.92096
13431,28,2,-75.07608,43.20691
13433,62,4,-75.24765,43.59914
13435,28,2,-75.15134,43.30255
13436,19,1,-74.67034,43.80501
13437,37,2,-75.80383,43.59677
13438,20,2,-75.15527,43.35171
13439,44,3,-74.99724,42.85491
13440,61,4,-75.45941,43.21807
13441,1,1,-75.40758,43.22711
13450,52,3,-74.81263,42.7026
13452,70,4,-74.63001,43.03718
13454,44,3,-74.75719,43.16885
13456,10,1,-75.25855,43.00145
13459,53,3,-74.59315,42.77721
13460,32,2,-75.45572,42.68492
13461,24,2,-75.59866,43.07115
13464,41,3,-75.61998,42.68632
13468,49,3,-74.86448,42.84696
13469,14,1,-75.29853,43.22028
13470,27,2,-74.66825,43.21075
13471,64,4,-75.6122,43.37606
13472,18,1,-75.06072,43.69491
13473,6,1,-75.44517,43.64414
13475,6,1,-74.81196,42.88789
13476,43,3,-75.51219,43.08728
13477,24,2,-75.51441,43.03633
13478,39,2,-75.58009,43.14916
13480,45,3,-75.36699,42.91424
13483,62,4,-75.81995,43.40075
13484,8,1,-75.65549,42.85426
13485,39,2,-75.3165,42.7865
13486,48,3,-75.34088,43.35707
13488,32,2,-74.76796,42.67447
13489,28,2,-75.52928,43.46698
13490,15,1,-75.42991,43.10612
13491,41,3,-75.17698,42.85957
13492,18,1,-75.33023,43.1172
13493,57,3,-75.90102,43.43162
13494,28,2,-75.14198,43.53136
13495,40,3,-75.27744,43.11087
13501,94,5,-75.22611,43.08138
13502,81,5,-75.16584,43.14121
13601,75,4,-75.90965,43.96949
13602,27,2,-75.75747,44.04877
13603,68,4,-75.79765,44.03826
13605,58,3,-76.05195,43.80641
13606,48,3,-76.01601,43.87007
13607,47,3,-75.91187,44.33233
13608,60,4,-75.62508,44.23879
13612,31,2,-75.76911,43.98571
13613,60,4,-74.73879,44.85884
13614,20,2,-75.69194,44.53081
13615,33,2,-75.98328,44.00569
13616,41,3,-75.85896,44.02538
13617,52,3,-75.14668,44.5789
13618,16,1,-76.27851,44.11641
13619,64,4,-75.59432,43.97705
13620,27,2,-75.45265,43.89989
13621,73,4,-75.06596,44.8452
13622,43,3,-76.115,44.09654
13623,39,2,-75.75299,44.44877
13624,39,2,-76.09736,44.22284
13625,26,2,-74.92135,44.5384
13626,47,3,-75.7202,43.85143
13628,75,4,-75.68307,44.03764
13630,60,4,-75.31756,44.49742
13633,27,2,-75.48825,44.48259
13634,40,3,-76.07034,44.01197
13635,70,4,-75.26188,44.29915
13636,43,3,-76.12762,43.74107
13637,65,4,-75.83346,44.09751
13638,58,3,-75.75443,44.02077
13639,21,2,-75.14324,44.2594
13640,11,1,-75.99937,44.3198
13641,10,1,-76.00573,44.27341
13642,77,4,-75.46742,44.3263
13643,NA,NA,-75.71738,44.03207
13646,68,4,-75.69379,44.44144
13647,20,2,-74.99264,44.6017
13648,50,3,-75.29908,44.14977
13650,9,1,-76.20629,43.80742
13651,1,1,-76.18125,43.86513
13652,51,3,-75.21338,44.43579
13654,72,4,-75.46067,44.56654
13655,80,5,-74.64781,44.97865
13656,21,2,-75.95058,44.19141
13658,32,2,-75.27756,44.73979
13659,53,3,-75.8707,43.73783
13660,68,4,-75.15764,44.77727
13661,38,2,-76.1054,43.70924
13662,65,4,-74.89383,44.9378
13664,20,2,-75.64537,44.58423
13665,71,4,-75.44933,44.05227
13666,79,4,-74.95557,44.21404
13667,60,4,-74.96149,44.83768
13668,43,3,-74.98764,44.75432
13669,69,4,-75.49861,44.65004
13670,42,3,-75.11635,44.18264
13672,64,4,-74.67987,44.48166
13673,57,3,-75.72133,44.17105
13674,20,2,-76.05192,43.73763
13675,2,1,-75.83872,44.28227
13676,55,3,-74.91377,44.65178
13678,68,4,-74.96775,44.83165
13679,37,2,-75.76554,44.32664
13680,66,4,-75.32814,44.59416
13681,48,3,-75.37142,44.42933
13682,13,1,-75.88924,43.84024
13684,29,2,-75.0464,44.36577
13685,31,2,-76.09399,43.93343
13687,48,3,-74.82516,44.44744
13690,60,4,-75.02319,44.12612
13691,30,2,-75.78208,44.22747
13692,1,1,-76.0258,44.28861
13693,19,1,-76.24824,44.03237
13694,22,2,-75.1645,44.8575
13695,1,1,-74.92872,44.10505
13696,3,1,-74.88971,44.70425
13697,36,2,-74.80656,44.74841
13730,44,3,-75.53127,42.23201
13731,20,2,-74.7882,42.13059
13732,5,1,-76.16772,42.04396
13733,32,2,-75.4793,42.30459
13734,33,2,-76.40864,42.07752
13736,49,3,-76.19389,42.31722
13739,39,2,-74.78982,42.36614
13740,55,3,-74.74498,42.27535
13743,32,2,-76.33898,42.21706
13744,21,2,-75.90629,42.24078
13746,33,2,-75.82085,42.26868
13748,40,3,-75.81727,42.03428
13750,68,4,-74.83904,42.47739
13751,37,2,-74.88363,42.45745
13752,20,2,-74.90379,42.17257
13753,42,3,-74.92538,42.30873
13754,51,3,-75.43625,42.09387
13755,62,4,-75.01524,42.05976
13756,38,2,-75.10394,42.01025
13757,18,1,-74.89321,42.40915
13760,46,3,-76.08354,42.13425
13774,29,2,-75.17283,41.96192
13775,26,2,-75.14728,42.33706
13776,57,3,-75.33458,42.47023
13777,66,4,-75.9866,42.25894
13778,29,2,-75.75977,42.34795
13780,45,3,-75.48128,42.42496
13782,31,2,-74.9836,42.17304
13783,44,3,-75.26764,41.99037
13784,44,3,-76.2177,42.43542
13786,36,2,-74.69563,42.4485
13787,64,4,-75.66334,42.20606
13788,63,4,-74.65658,42.34914
13790,69,4,-75.99796,42.16937
13795,38,2,-75.77419,42.05844
13796,34,2,-75.13644,42.5513
13797,27,2,-76.04389,42.32765
13801,53,3,-75.78028,42.50327
13802,3,1,-76.04207,42.25164
13803,37,2,-76.06028,42.45787
13804,34,2,-75.37562,42.20708
13806,19,1,-74.97315,42.37894
13807,30,2,-74.98612,42.61718
13808,20,2,-75.25657,42.52797
13809,51,3,-75.3914,42.40849
13810,39,2,-75.11157,42.61188
13811,22,2,-76.17481,42.23099
13812,35,2,-76.35461,42.02993
13813,59,3,-75.54266,42.16808
13815,69,4,-75.53413,42.54712
13820,75,4,-75.03893,42.47204
13825,38,2,-75.20154,42.44329
13826,1,1,-75.63701,42.10517
13827,28,2,-76.25216,42.11178
13830,33,2,-75.6295,42.43868
13832,60,4,-75.66286,42.6531
13833,40,3,-75.76432,42.19829
13834,16,1,-74.96727,42.54903
13835,52,3,-76.16939,42.38906
13838,61,4,-75.39595,42.28423
13839,21,2,-75.26007,42.24824
13841,41,3,-75.84171,42.41408
13842,27,2,-74.72302,42.37922
13843,25,2,-75.37584,42.53468
13844,45,3,-75.68083,42.60927
13846,20,2,-75.05465,42.36037
13847,69,4,-75.27777,42.20443
13849,27,2,-75.31392,42.33785
13850,15,1,-76.02663,42.04873
13856,77,4,-75.16633,42.16666
13859,46,3,-75.24916,42.37123
13860,15,1,-74.94989,42.45573
13861,26,2,-75.14156,42.5048
13862,32,2,-75.9372,42.3369
13863,30,2,-75.904,42.44164
13864,40,3,-76.39225,42.29095
13865,19,1,-75.62879,42.06282
13901,73,4,-75.88048,42.18253
13902,2,1,-75.96891,42.08895
13903,69,4,-75.89573,42.04749
13904,69,4,-75.81587,42.13072
13905,84,5,-75.94476,42.18086
14001,15,1,-78.51154,43.03149
14004,24,2,-78.51008,42.89487
14005,20,2,-78.24703,42.91788
14006,27,2,-79.02056,42.63366
14008,32,2,-78.62728,43.30792
14009,52,3,-78.39241,42.57542
14011,39,2,-78.29784,42.83158
14012,33,2,-78.52572,43.33431
14013,44,3,-78.39704,43.07639
14020,56,3,-78.21508,42.99513
14024,37,2,-78.24431,42.58111
14025,2,1,-78.72609,42.6232
14026,10,1,-78.68794,42.94212
14028,20,2,-78.71664,43.31498
14030,10,1,-78.50052,42.56518
14031,15,1,-78.60908,42.98661
14032,3,1,-78.63189,43.04587
14033,12,1,-78.68436,42.65865
14034,41,3,-78.86238,42.4985
14035,4,1,-78.85936,42.49099
14036,26,2,-78.38712,42.97447
14037,15,1,-78.45448,42.80637
14039,28,2,-78.17101,42.83593
14040,20,2,-78.37847,42.88809
14041,56,3,-78.97699,42.4059
14042,72,4,-78.48377,42.46882
14043,33,2,-78.70431,42.90142
14047,27,2,-78.99328,42.68579
14048,76,4,-79.31128,42.48087
14051,2,1,-78.69927,43.04168
14052,9,1,-78.58084,42.77054
14054,9,1,-78.1312,42.90606
14055,6,1,-78.60121,42.5536
14057,12,1,-78.87542,42.64587
14058,22,2,-78.16211,43.10167
14059,2,1,-78.63678,42.83241
14060,19,1,-78.30884,42.43986
14061,58,3,-79.08949,42.59111
14062,38,2,-79.14897,42.44364
14063,38,2,-79.32518,42.41451
14065,62,4,-78.31158,42.48741
14066,23,2,-78.18051,42.62381
14067,23,2,-78.56644,43.21565
14068,23,2,-78.75808,43.02696
14069,11,1,-78.62984,42.59984
14070,68,4,-78.92798,42.43673
14072,9,1,-78.96308,43.01673
14075,20,2,-78.82985,42.71297
14080,15,1,-78.54886,42.64289
14081,65,4,-79.06528,42.56332
14082,17,1,-78.38435,42.65689
14085,5,1,-78.92691,42.71494
14086,6,1,-78.6291,42.90661
14091,24,2,-78.88868,42.54224
14092,10,1,-78.99521,43.17314
14094,43,3,-78.70032,43.15989
14098,38,2,-78.37827,43.33464
14101,21,2,-78.54292,42.3863
14102,2,1,-78.55481,42.84272
14103,58,3,-78.37696,43.2125
14105,24,2,-78.4813,43.19043
14108,22,2,-78.7274,43.26365
14109,1,1,-79.03516,43.13718
14111,32,2,-78.89803,42.58206
14112,NA,NA,-78.9395,42.6981
14113,16,1,-78.33624,42.66813
14120,30,2,-78.83585,43.07337
14125,36,2,-78.28207,43.08773
14126,45,3,-78.72335,43.33529
14127,4,1,-78.74402,42.75204
14129,47,3,-79.0092,42.4805
14130,64,4,-78.14959,42.55318
14131,31,2,-78.89935,43.23556
14132,10,1,-78.87856,43.14787
14134,29,2,-78.51738,42.53057
14135,38,2,-79.2437,42.48489
14136,52,3,-79.16935,42.52387
14138,55,3,-79.05376,42.37497
14139,4,1,-78.53606,42.71723
14141,30,2,-78.7109,42.52366
14143,28,2,-78.0759,42.97547
14145,17,1,-78.43205,42.73154
14150,31,2,-78.87815,42.99794
14167,24,2,-78.32629,42.74327
14168,59,3,-78.98745,42.51187
14169,39,2,-78.52938,42.76446
14170,7,1,-78.67294,42.70115
14171,15,1,-78.64286,42.42491
14172,11,1,-78.81757,43.28201
14173,20,2,-78.47306,42.52594
14174,18,1,-79.00548,43.24178
14201,97,5,-78.88752,42.89706
14202,78,4,-78.88358,42.88798
14203,88,5,-78.86507,42.86244
14204,95,5,-78.8614,42.882
14206,84,5,-78.81018,42.88078
14207,97,5,-78.89824,42.95201
14208,93,5,-78.85146,42.9146
14209,82,5,-78.86622,42.91365
14210,93,5,-78.82811,42.86407
14211,96,5,-78.81883,42.90813
14212,96,5,-78.81957,42.89438
14213,98,5,-78.89099,42.91762
14214,78,4,-78.84101,42.93936
14215,88,5,-78.81023,42.93451
14216,61,4,-78.862,42.94855
14217,34,2,-78.87674,42.97189
14218,84,5,-78.82772,42.81921
14219,52,3,-78.82694,42.78903
14220,61,4,-78.82264,42.84571
14221,14,1,-78.72158,42.97918
14222,54,3,-78.8771,42.92002
